prompt,prompt_len,target
"Google offers five libraries funding to digitize materials But university officials would be open to the possibility -- especially if someone else foots the bill. Google Inc., the popular online search engine, said Tuesday it would pay for the New York Public Library ",49,0
Democracy takes a back seat The sound emanating from back-rooms at the Labour Party conference in the Brighton Centre yesterday was the unedifying one of backs being scratched.,34,1
"Tests on Arafat reveal no signs of leukemia Initial results from a battery of tests on Palestinian President Yasser Arafat have uncovered no signs of leukemia, Palestinian officials said, but blood doctors were still probing the cause of his dramatic deterioration in health.",50,1
"Sudan rejects US genocide declaration as politics The Sudanese Foreign Minister has rejected a United States declaration of genocide in the Darfur region of Sudan, saying the US is using a humanitarian crisis for political purposes.",39,1
"No Fears: Laptop D.J.'s Have a Feast Plenty of music available online is not just free but also easily available, legal and  most important  worth hearing.",36,0
"Medical Records May Go Online Health industry, tech firms, government agencies might collaborate to build a secure database of patient records.",25,0
"Microsoft Leaves UN Standards Group pk2000 writes  quot;Microsoft withdrew from a United Nations software standards group for commerce. quot;  #39;Unfortunately, for now, we have made the decision to stop participating in UN/Cefact for business reasons and this serves as notification of our immediate ",64,0
"Unseated Afghan governor looks to future HERAT, Afghanistan -- All evening, crowds of followers came and went through the vast, manicured gardens of ''emir sahib, quot; Ismail Khan. The women sat in a circle, weeping and waiting for their snowy-bearded leader to emerge. The men sat in long, quiet rows under a huge arbor of grapevines.",77,1
"Federer Eases to Victory in Qatar Open  DOHA (Reuters) - World number one and top seed Roger  Federer posted a fluent 6-1, 6-1 victory over Spaniard David  Ferrer in the first round of the ATP \$1 million Qatar Open on  Monday.",62,0
"Stocks fall on worrisome news NEW YORK An unexpected jump in unemployment claims and rising oil prices have stocks losing ground. Also, tech stocks are tumbling on poor sales forecasts from a pair of semiconductor makers.",42,0
"Apple #39;s iPod Photo the next big thing SAN JOSE - Apple Computer has introduced its new iPod that allows users to view and share photos. At the same time it has opened nine new iTunes music stores in Europe, spurring its rivalry with Microsoft and others.",56,0
Tutu and Mbeki in war of words The row between South African President Thabo Mbeki and Archbishop Desmond Tutu worsens.,29,1
"Ten reported dead in Russian mine blast (AFP) AFP - Ten miners died and about 20 were injured after a gas explosion ripped through a pit in central Siberia trapping dozens of miners, the Interfax news agency reported citing a spokesman for the local government.",53,1
No progress reported after talks on Kashmir NEW DELHI -- The Indian and Pakistani foreign ministers ended two days of peace talks yesterday with promises of more negotiations on trust-building measures but no sign of progress toward resolving the pivotal dispute over the divided Himalayan region of Kashmir.,52,1
"270K Fewer Workers Will Have Been Hired In 2004--ITAA Staffing trends--including offshore outsourcing--continue to strip IT workers from their jobs, according to the trade association.",43,0
Milosevic condemns his war crimes trial The Hague - Former Yugoslav president Slobodan Milosevic condemned his war crimes trial as a  quot;pure farce quot; on Wednesday in a defiant finish to his opening defence statement against charges of ethnic cleansing in the Balkans.,55,1
"Nokia grows phone market share in better-than-expected quarterly &lt;b&gt;...&lt;/b&gt; Nokia has announced its third quarter results, beating expectations and growing market share, but showing a decline in revenues from mobile phones after a price cuts pushed through in the previous quarter.",63,0
"10 Gigabit Ethernet Hits the Enterprise Vendors Hewlett Packard, Alcatel and S2io each announced 10 Gigabit Ethernet products Monday that are aimed squarely at enterprise data centers.",36,0
"UBS Buys Schwab Unit for \$265 Mln  GENEVA/NEW YORK (Reuters) - Swiss-based banking giant UBS  AG has agreed to buy Charles Schwab Corp.'s capital markets  unit for \$265 million in cash, making UBS a leading player on  the U.S. Nasdaq exchange, the companies said on Tuesday.",73,0
"Japan #39;s Nikkei 225, Topix Set for Biggest Drops in Six Months Japanese stocks dropped, with benchmarks poised for their biggest slides in six months. Exporters such as Toyota Motor Corp. led decline after the dollar plunged to its lowest against ",57,0
US tightens its grip on Mosul US and Iraqi forces recaptured police stations in the northern Iraqi town of Mosul yesterday as violence sweeping across the Sunni tribal areas claimed 20 more Iraqi lives.,42,1
"Polish Woman Abducted in Iraq A Polish woman has been abducted in Iraq, according to a videotaped message by Iraqi extremists. The tape was aired by al-Jazeera on Thursday.",39,1
NBA players and supporters charged Five memebrs of the National Basketball Association #39;s Indiana Pacers and seven supporters have been charged over the melee that broke out at the end of a nationally televised game against ,44,0
"Blair to meet Bush The Prime Minister flies to Washington today for talks with the newly re-elected Republican president, George Bush. Talks are likely to cover the Iraq war, the  quot;road map quot; for peace in the Middle East, the ",52,1
"First EU constitution signed: World News: Rome, Oct 29 : The 25 members states of the European Union (EU) signed the bloc #39;s first constitution at a historic summit in Italy Friday, reports Xinhua.",50,1
"UN says security worsening in Darfur, relief work hampered GENEVA : Humanitarian organisations expressed alarm over worsening security in Sudan #39;s conflict-wracked Darfur region, where the UN refugee agency has been forced to cancel several missions.",48,1
"Aristide supporters rampage in Haiti YOUNG gangsters torched cars, fired in the air and terrorised people not far from the presidential palace as violence flared in the Haitian capital of Port-au-Prince.",42,1
Judge Narrows Scope of Suit Over Boston Scientific Stents Time is running out for Boston Scientific to resolve what could be a multibillion-dollar liability resulting from its foray into the stent business.,39,0
"Militants Release 26 Hostages in Russia MOSCOW - Militants released 26 women and children Thursday from the school in southern Russia where they are holding more than 350 hostages, the rescue operation's headquarters said.    Lev Dzugayev, an aide to the North Ossetian president, announced the release of three women and three infants...",76,1
"PalmOne packs Treo smart phone with new chip PalmOne Inc.'s long-awaited update to the Treo 600 will come with a new processor, sharper display and flash memory, as the company continues to improve its flagship product. The company is set to unveil the device, called the Treo 650, Monday at the Cellular Telecommunications and Internet Association's (CTIA's) Wireless IT and Entertainment conference.",92,0
French journalists kidnapped in Iraq over headscarf ban An Iraqi militant group has kidnapped two Frenchmen and given the French government 48 hours to end a ban on Muslim headscarves. Arabic television station Al Jazeera has shown a brief video showing two men ,52,1
Martin offers  #36;700-million plan to improve native health (Canadian Press) Canadian Press - OTTAWA (CP) - Prime Minister Paul Martin kicked off his meeting with the country's premiers and top aboriginal leaders Monday with a  #36;700-million plan to improve native health.,68,1
"Sack-happy  #39;D #39; bags Bills defenders got a piece of Bledsoe, and the Raiders offense did just enough -- as in a 43-yard touchdown pass from Rich Gannon to Ronald Curry and two Sebastian Janikowski field ",57,0
"Israel Turns Up Heat on Palestinian Hunger Strike  JERUSALEM (Reuters) - Israel declared psychological war on  hunger-striking Palestinian prisoners on Monday, saying it  would barbecue meat outside their cells to try to break their  will.",49,1
"Earthquake lets volcano blow off steam A minor 3.1 magnitude earthquake has split the lava dome in the crater of Mount St Helens, continuing a series of minor earthquakes that have rattled the site since October.",42,0
